username,message_content,mentions,channel_name,time_stamp
k3nn.eth,just to follow up on this after a convo with Stanley. They could totally spin up a talentDAO lab instance and contract where anything developed in the lab was talentDAO owned IP. Stanley also wanted me to re-iterate how much respect he has for your work @saulthorin#7696 and that he would bend over backwards to make sure we feel really comfortable about using it. Let’s jump on a call sometime soon to chat more about it. They also being doing a product launch soon so more info about it will be coming out shortly and I believe the DeSci podcast episode with stanley dropped today where he will be talking about the lab as well as lion,saulthorin,talentdao,"01/09/2023, 18:44:25"
k3nn.eth,"at first glance it seems they would be direct competitors, however labDAOs system is a a jupyter system for scientists that you can use without additional compute (no cost) where it seems akash is like a decentralized AWS (would have to build your own jupyter system or application)",,talentdao,"01/09/2023, 21:06:51"
k3nn.eth,also seems like akash is paid regardless because it’s specifically for compute where the lab is not only for compute but for collaboration on scientific work,,talentdao,"01/09/2023, 21:07:43"
k3nn.eth,"I don’t think we’ve quite landed on this here yet (definitely keep an eye on <@!713430239690096671>s work with the pay stability study) , but if by “work” you mean contributions that constitute payment, it’s the compensation model that indirectly defines it. E.g., If bounties are the main comp model, then bounties = work. But to your point on the less tangible contributions (ideas, contributions to the conversation, etc.), this is where models like coordinape might be beneficial bc other members allocate payment based on how much they feel others deserve. IMO what defines work in a DAO is something that will keep evolving over the years to come","Homeless🏴, Nemo-phd",🎯general,"01/10/2022, 00:52:10"
k3nn.eth,Second!,Nemo-phd,talentdao,"01/10/2022, 03:00:03"
k3nn.eth,I’d be interested in joining a discussion if there was one. Maybe jump into #🧪__lab at some point this week?,Nemo-phd,📩comp-structure-perceptions-study,"01/10/2022, 03:04:51"
k3nn.eth,Nomination process sounds great. Tags make sense. And agree on $TALENT as well!,saulthorin,talentdao,"01/10/2022, 15:36:42"
k3nn.eth,"My immediate thoughts are that this is a great introductory piece for those who don't know much about the space and now want to know what all the fuss is about with this new term 'DAO'. If that is what you're aiming for, I think one thing useful to include would be the 'why should they care' aspect. Especially because, given the nature of our mission, we want people to be convinced that DAOs can be a viable alternative working model. So maybe talk briefly about how DAOs can make that possible? A good segway into this might be to talk about how the reason the DAO definition is so fuzzy is because they are just emerging and much of the necessary infrastructure tooling is still being build to support the vision of DAOs vitalik proposes (e.g., many DAOs vote off-chain, many DAOs start off somewhat centralized and partially gated, etc.). But many DAOs are aiming towards the decentralized ideal because they believe it is a better way of doing things and we also believe it is a better way of making a living.",lisawocken,talentdao,"01/10/2022, 16:08:40"
k3nn.eth,"2) Have we formally decided on our definition of a DAO? ref: ""blockchain-enabled organizations with shared community, purpose and capital.""
3)Yes tables look great! 4) If you took the visuals from somewhere else, yes. If you just mean the definitions and who said, them, I think hyperlinking is fine. 5) In places where people know very little about DAOs--academia seems fitting lol",,talentdao,"01/10/2022, 16:12:02"
k3nn.eth,I put my editorial hat on and made a bunch of suggested edits. Mostly to improve the flow of the essay--I didn't change the message at all. Some comments too. Feel free to reject the ones you don't agree with. I do think everyone should weigh in on this though so please make comments/edits all!,saulthorin,talentdao,"01/10/2022, 17:41:16"
k3nn.eth,Gm !,,🌞gm,"01/10/2022, 17:44:34"
k3nn.eth,"honestly I think you bring up a good opportunity for us to come up with a shared definition. And maybe it is something we are working through, but I think we think about DAOs a little differently than most given our I/O background, which may result in an interesting definition that we can continue to evolve over time through our research findings",,talentdao,"01/10/2022, 18:22:39"
k3nn.eth,Agreed!,lisawocken,talentdao,"01/10/2022, 18:23:32"
k3nn.eth,Ocean protocol is awesome. Check out what OpSciDAO is doing with it and their coral project for neuroscience research: https://port.oceanprotocol.com/t/project-coral-an-ocean-powered-neurotech-data-dao/790,saulthorin,talentdao,"01/10/2022, 20:11:09"
k3nn.eth,Might give you some good ideas,,talentdao,"01/10/2022, 20:11:19"
k3nn.eth,I havn’t heard CI mentioned since grad school. Makes me wonder now what the advantages are over using more modern NLP approaches like empath [LIWC] for example,sherifoz,🏫daoversity-iniative,"01/10/2022, 20:51:44"
k3nn.eth,two gwei lmao stop,,🏫daoversity-iniative,"01/10/2022, 21:02:24"
k3nn.eth,"But yeah agree. sample size is the main factor here. Though this is very similar to my hypothesis in my GPT research where one could essentially code the first 10% of responses by hand and use that to train GPT-3 to do the rest. Would be cool to compare a completely hard coded set against a set generated by a fine tuned gpt3 model.

I agree with your sentiment on LIWC as well. Similar to many other libraries where its hard to get the true human coded feel unless you're creating a model from scratch",,🏫daoversity-iniative,"01/10/2022, 21:07:31"
k3nn.eth,Twitter is definitely alpha central for web3,,talentdao,"01/10/2022, 21:35:42"
k3nn.eth,Just gotta navigate through all the crap NFT projects,,talentdao,"01/10/2022, 21:36:00"
k3nn.eth,ItamarGo#1996 Ha I was actually meaning to share this. There’s another good one too:  https://mirror.xyz/suzuha.eth/vb5E5lhzmPTcpxOJcz6Q211TDgSvoFwDLA6JSM1V37Q,ItamarGo,🏄random,"01/10/2022, 21:42:42"
k3nn.eth,Def not cringe,,🏄random,"01/10/2022, 22:00:23"
k3nn.eth,I would just make an offer on opensea tho,,🏄random,"01/10/2022, 22:00:36"
k3nn.eth,And if his OS price is too high then many reach out,,🏄random,"01/10/2022, 22:00:51"
k3nn.eth,Hahaha what is the domain name,,🏄random,"01/10/2022, 22:02:30"
k3nn.eth,"Ha yeah def over priced and I would reach out. Tho 4 digit ENS domains definitely come with a heftier price tag. Also the association with your favorite Disney character is probably justification for them. Either way I think we’ll see these prices deflate over time for domains like this. But just like DNS domains today there will def still be some with hefty price tags, especially if it’s the name of another wealthy entity that might want it",,🏄random,"01/10/2022, 22:04:54"
k3nn.eth,You could always go with my solution and change it to n3mo 😅,,🏄random,"01/10/2022, 22:07:13"
k3nn.eth,Or nem0,,🏄random,"01/10/2022, 22:07:21"
k3nn.eth,Tho that zero is probably too close to the letter O and could result in people making mistakes sending things to ur wallet,,🏄random,"01/10/2022, 22:07:49"
k3nn.eth,Let’s gooo!,Nemo-phd,📩comp-structure-perceptions-study,"01/10/2022, 22:33:26"
k3nn.eth,I think that’s a good idea. There are lots of web3 grant opportunities out there. OpSciDAO is launching their grant voting protocol this week and they have 100k to distribute. We should get a template going so we can start submissions.,,talentdao,"01/10/2022, 23:27:04"
k3nn.eth,I think the one thing that makes it tough is that most of these will be looking to fund a specific project rather then an org in general. That might mean we really need to flesh out the details of our research projects and might even need to stick to a timeline,,talentdao,"01/10/2022, 23:28:07"
k3nn.eth,Or at least outline some deliverables,,talentdao,"01/10/2022, 23:28:39"
k3nn.eth,"Our JODW project might qualify for the more project based ones. Even if we wind up using the initial money raised to fund it, we may be able to use grant money to refill the treasury",,talentdao,"01/10/2022, 23:30:39"
k3nn.eth,I think only if you aren’t transparent about it,Blockpusher_J,talentdao,"01/10/2022, 23:36:01"
k3nn.eth,Should we start thinking about a proposal process for these projects? Obviously only so many can be managed at a time and projects we are committing to working on should probably have a notion page and someone doing grant outreach for,,talentdao,"01/10/2022, 23:39:50"
k3nn.eth,Yeah definitely that at minimum,,talentdao,"01/10/2022, 23:46:19"
k3nn.eth,Web3 O*Net should be our next big product after JODW. We could essentially be the source for market data on other DAOs.,,talentdao,"01/10/2022, 23:54:50"
k3nn.eth,Honestly would be such a fun project,saulthorin,talentdao,"01/11/2022, 00:09:08"
k3nn.eth,Yeah essentially that is what I think we'll be able to do!,saulthorin,🏫daoversity-iniative,"01/11/2022, 00:16:32"
k3nn.eth,"POI: u can use emojis in ENS domains e.g., Nemo🐠.eth 😄",,🏄random,"01/11/2022, 00:21:23"
k3nn.eth,Tho I still think DrNemo is the best of all these suggestions,,🏄random,"01/11/2022, 00:21:47"
k3nn.eth,"Does anybody know how to properly configure google sheets API OAuth? I'm building out the notion API and I'm having some trouble configuring for the first time. It has something to do with my authorized URIs based on the error I'm getting, but nothing I try seems to work.",,📊analytics,"01/11/2022, 05:11:51"
k3nn.eth,paging <@!579128660070760469> <@!607273134139113502>,"saulthorin, Josep | Halborn",📊analytics,"01/11/2022, 05:12:37"
k3nn.eth,Gm,,🌞gm,"01/11/2022, 15:02:55"
k3nn.eth,We’ll be having round table as well on friday?,,talentdao,"01/11/2022, 15:13:13"
k3nn.eth,Yeah. I’ll start a thread a post some screenshots of what the issue is. I imagine it’s a simple fix I just havnt done this before. Thanks! And no worries saulthorin#7696 !,"ItamarGo, saulthorin",📊analytics,"01/11/2022, 15:15:35"
k3nn.eth,Troubleshoot Google API Config,,📊analytics,"01/11/2022, 15:46:48"
k3nn.eth,"“interesting idea. Is this legit? filled out the form and then it just ends, didn't work for me” — a response I got when I shared the survey in the bright moments discord.",,📩comp-structure-perceptions-study,"01/11/2022, 22:49:37"
k3nn.eth,I assured them it’s legit but I havnt taken the survey myself so I wasn’t sure what they meant by “it just ends”. I asked them to elaborate,,📩comp-structure-perceptions-study,"01/11/2022, 22:50:24"
k3nn.eth,<@!713430239690096671>,Nemo-phd,📩comp-structure-perceptions-study,"01/11/2022, 22:51:47"
k3nn.eth,Follow up: he was referring to receiving POAP. Guessing these will be dispersed at a later date? How is this being tracked?,,📩comp-structure-perceptions-study,"01/12/2022, 01:25:50"
k3nn.eth,That’s what I thought too,,📩comp-structure-perceptions-study,"01/12/2022, 01:33:36"
k3nn.eth,Ok I guess we should update that to reflect how it will actually happen until we are at a place where it can be distributed right after taking one of our surveys,,📩comp-structure-perceptions-study,"01/12/2022, 01:47:54"
k3nn.eth,And then clarify the new process,,📩comp-structure-perceptions-study,"01/12/2022, 01:48:07"
k3nn.eth,Are we tracking emails or something to be able to distribute poap later down the line?,,📩comp-structure-perceptions-study,"01/12/2022, 01:48:30"
k3nn.eth,"So would you say this is a fair reply? ""We mistakenly communicated that POAP would be distributed at the end of the survey. This is not the case. POAP will be distributed later down the line based on the email/discord ID you provided. Sorry for the confusion.""",,📩comp-structure-perceptions-study,"01/12/2022, 02:06:56"
k3nn.eth,"Though I would prefer to give an actual timeframe instead of saying ""later down the line""",,📩comp-structure-perceptions-study,"01/12/2022, 02:07:10"
k3nn.eth,Agreed would be great and would be totally down to participate,,talentdao,"01/12/2022, 02:38:08"
k3nn.eth,Are you good with my suggested reply?,saulthorin,📩comp-structure-perceptions-study,"01/12/2022, 02:38:32"
k3nn.eth,awesome thanks,,📩comp-structure-perceptions-study,"01/12/2022, 03:14:31"
k3nn.eth,Ask me anything,lisawocken,talentdao,"01/12/2022, 19:54:28"
k3nn.eth,<@!713430239690096671> in my view this is just a way to tell the world who we are. It is not a grand explainer of what we do or how we do it. Later down the line once we have our products up and running and we are tokenized we can put together a white paper that explains ourselves in full detail,Nemo-phd,talentdao,"01/12/2022, 21:52:48"
k3nn.eth,"Tbf this is more of a marketing tactic than anything, but it’s also something we can point people too when they want a quick answer to the question: “who is talentDAO?”",,talentdao,"01/12/2022, 21:53:42"
k3nn.eth,Good point. Your def not wrong,,talentdao,"01/12/2022, 22:39:29"
k3nn.eth,Unless your proposing a novel new protocol a white paper is mostly just marketing. For us though I hope it sets the foundation for how a decentralized peer review process should work,,talentdao,"01/12/2022, 22:40:14"
k3nn.eth,On the subject of the genesis draft.  I’m not looking at it right now but this came to mind: do we mention the “unlocking talent” aspect in there anywhere? Might be good to do so as it kind of explains our name. Also would be a good rally call to say something like “hey corporate America wants to lock up all the high potential talent for themselves. Let’s unlock that shit and make the world a better place!”,,talentdao,"01/12/2022, 22:49:09"
k3nn.eth,Obviously much more elegant but just came to mind,,talentdao,"01/12/2022, 22:49:19"
k3nn.eth,It was shared in infrastructure recently but not sure where else it’s posted. 100% agree we should lock it up,,talentdao,"01/13/2022, 01:40:37"
k3nn.eth,And you can’t pw protect but you can make it so only certain emails have access,,talentdao,"01/13/2022, 01:41:10"
k3nn.eth,I don’t yet but I’ll need it tonight to set up Zapier so could u share here? Or if u add my personal: kencavanagh.io@gmail.com,,talentdao,"01/13/2022, 01:47:26"
k3nn.eth,I’m def not a SQL master but I use it everyday at work so I’m happy to take a look! I believe Blockpusher_J#3137 has some SQL skillz as well,"ItamarGo, Blockpusher_J",🎯general,"01/13/2022, 04:27:22"
k3nn.eth,But this sounds dope! Always was interested in building a dune dashboard,,🎯general,"01/13/2022, 04:27:47"
k3nn.eth,<@!579128660070760469> <@!713430239690096671> not sure which one of you has the recovery phone for the gmail account but that is my trying to sign in,"saulthorin, Nemo-phd",talentdao,"01/13/2022, 04:42:54"
k3nn.eth,Zapier uses sign in with google,,talentdao,"01/13/2022, 04:43:03"
k3nn.eth,Its prob late for you guys tho so can just do this tm no biggie!,,talentdao,"01/13/2022, 04:43:29"
k3nn.eth,Sounds good!,,🎯general,"01/13/2022, 04:44:34"
k3nn.eth,All good!,,talentdao,"01/13/2022, 04:56:17"
k3nn.eth,<@!911121056201310240> just helped me get signed in. Thanks!,lisawocken,talentdao,"01/13/2022, 05:56:04"
k3nn.eth,"if anyone is into AI art, I've been having fun playing with VQGAN+CLIP and decided to start a collection. Will probably add to it over time: https://opensea.io/collection/art-if-intelligent",,🏄random,"01/13/2022, 06:31:44"
k3nn.eth,Gm,,🌞gm,"01/13/2022, 14:49:52"
k3nn.eth,I think I can make that work!,,📩comp-structure-perceptions-study,"01/13/2022, 14:56:26"
k3nn.eth,I looked at that and at first I thought we should be applying but now that I read it again it sounds more like these grants are for people doing braintrust work,saulthorin,💡ideation,"01/13/2022, 15:39:32"
k3nn.eth,"Basically lol. There are plenty of settings to mess with tho and different models you can try. I’ve also messed around with using GPT-3 to generate prompts, but overall it’s pretty straightforward and there are plenty of open source notebooks out there that make it really easy to get started",saulthorin,🏄random,"01/13/2022, 16:42:22"
k3nn.eth,I’ll share some of the notebooks I used later tonight!,saulthorin,🏄random,"01/13/2022, 17:39:47"
k3nn.eth,Loooove Repl.it my only quarrel with them is that they don’t currently support notebooks 😓,,🏄random,"01/13/2022, 17:48:03"
k3nn.eth,Yeah I believe we have a GitHub,,🏄random,"01/13/2022, 17:48:54"
k3nn.eth,I’m a firm believer that open access science needs to be supported by some form of markdown or jupyter notebooks but publishers refuse to accept them as papers -__-,,🏄random,"01/13/2022, 17:49:55"
k3nn.eth,Absolutely. Open access should also mean that code is 100% transparent and reproducible. Stephen Wolfram has done a lot of work in this space that is worth reading up on. Unfortunately he keeps trying to push his Wolfram Mathematica product which is basically a clunkier version of jupytr and tailored more for mathematical work than other sciences. Still he has been a pioneer in this space,,🏄random,"01/13/2022, 17:52:39"
